fips,to_wtotl,ps_wtotl,cluster_model3,color
55027,11.95,6.3,31,red
55033,15.05,2.39,4,red
55035,12.13,7.4,31,red
55037,0.15,0.08,4,red
55039,16.18,7.93,31,red
55041,0.65,0.4,4,red
55043,138.6,3.39,21,red
55045,7.48,2.66,4,red
55047,9.22,0.35,4,red
55049,8.9,1.01,4,red
55053,21.22,0.96,4,red
55055,19.8,5.71,4,red
55057,24.11,1.7,4,red
55063,32.48,14.23,31,red
55065,4.03,0.97,4,red
55067,24.58,1.16,4,red
55069,14.94,1.38,4,red
55073,64.27,10.98,31,red
55077,9.8,0.16,4,red
55137,53.92,1.14,21,red
55078,0.42,0.32,4,red
55081,42.83,3.56,4,red
55085,26.98,2.03,4,red
55087,62.71,6.13,31,red
55091,3.35,0.39,4,red
55135,12.65,4.94,4,red
55133,39.31,19.63,39,red
55129,5.28,0.63,4,red
55127,15.13,7.35,31,red
55125,4.87,0.48,4,red
55123,115.42,1.09,21,red
55121,9.01,2.94,4,red
55119,2.28,0.6,4,red
55115,7.32,2.42,4,red
55113,4.42,0.64,4,red
55111,17.11,7.23,31,red
55109,13.59,4.43,4,red
55107,3.34,0.48,4,red
55105,29.33,16.71,31,red
55103,4.41,1.18,4,red
55099,20.14,1.02,4,red
55097,79.79,8.69,21,red
55095,9.15,2.02,4,red
55093,4.81,2.0,4,red
55139,30.53,13.99,31,red
55141,200.82,4.73,42,red
55059,32.44,14.86,31,red
55131,12.51,7.91,31,red
17097,358.73,59.65,5,red
17031,906.11,834.08,9,green
55071,1012.15,15.68,30,purple
55009,172.46,19.19,42,red
55029,3.84,1.36,4,red
55061,6.43,0.87,4,red
27027,7.66,4.92,4,red
27071,42.98,0.71,4,red
27075,126.49,0.78,21,red
27031,157.03,0.29,42,red
27021,6.78,0.54,4,red
27001,5.41,0.27,4,red
27061,142.36,2.02,21,red
27111,81.11,3.44,21,red
27005,11.85,1.66,4,red
27029,8.8,0.22,4,red
27119,16.34,8.57,4,red
27089,0.96,0.45,4,red
55031,3.62,0.03,4,red
55051,0.88,0.21,4,red
55007,9.69,0.37,4,red
55003,33.91,0.99,4,red
55075,11.28,2.57,4,red
55083,6.66,1.36,4,red
55089,501.93,5.11,6,red
27167,0.88,0.29,4,red
55117,312.94,15.8,13,red
12027,77.35,33.2,17,red
12111,1559.0,29.37,2,purple
12051,388.23,3.31,13,red
12049,39.32,1.64,4,red
12055,93.07,7.49,21,red
12097,67.24,42.19,11,red
12105,218.89,67.54,5,red
12061,77.5,16.94,39,red
12093,19.84,2.72,4,red
12043,132.61,0.51,21,red
12085,154.13,15.61,42,red
12087,1.07,0.0,0,red
12103,514.71,23.86,36,red
12115,32.52,20.17,39,red
12115,32.52,20.17,39,red
12011,662.11,233.65,10,orange
12021,201.61,51.82,11,red
12086,468.19,351.92,1,orange
12099,1340.61,238.73,43,orange
5055,377.38,4.42,13,red
5057,8.53,2.8,4,red
5059,76.77,2.27,21,red
5061,7.94,6.09,4,red
5063,156.37,5.82,42,red
5065,1.38,0.79,4,red
5067,598.14,0.39,6,red
5069,389.9,11.88,13,red
5071,5.49,4.79,4,red
5073,16.97,0.37,4,red
5075,258.53,1.09,42,red
5077,335.8,1.28,13,red
5079,266.6,0.51,42,red
5081,57.5,2.8,21,red
5083,4.88,3.39,4,red
5085,951.86,6.01,30,purple
5089,1.65,0.81,4,red
5091,1.58,0.09,4,red
5093,47.7,1.44,4,red
5095,322.18,1.52,13,red
5097,1.03,0.52,4,red
5087,1.6,0.0,4,red
5099,0.68,0.22,4,red
5101,0.37,0.02,4,red
5103,17.15,3.26,4,red
5105,1.96,0.06,4,red
5107,266.4,6.1,42,red
5109,1.67,1.13,4,red
5111,973.17,2.18,30,purple
5113,3.21,1.69,4,red
5115,963.44,11.0,30,purple
5117,566.01,0.39,6,red
5119,92.77,39.6,11,red
5121,187.33,1.3,42,red
5123,368.12,3.84,13,red
5125,33.53,29.64,39,red
5127,2.55,1.55,4,red
5129,0.71,0.31,4,red
5131,1.46,0.13,0,red
5133,1.9,0.74,4,red
5135,1.94,0.98,4,red
5137,2.31,1.77,4,red
5139,14.98,4.29,4,red
5141,2.59,2.19,4,red
5143,2.32,0.19,0,red
5145,150.7,7.72,42,red
5147,518.8,0.53,6,red
5149,5.8,4.82,4,red
5009,2.57,0.99,4,red
20195,5.64,0.68,4,red
20193,85.93,1.27,21,red
20191,8.76,2.1,4,red
20189,186.74,1.37,42,red
20187,88.13,0.4,21,red
20185,86.06,0.35,21,red
20183,3.19,0.49,4,red
20181,104.87,1.34,21,red
20179,63.44,0.48,21,red
20177,21.19,14.34,31,red
20175,147.63,4.87,42,red
20173,84.07,51.98,11,red
20171,38.16,0.84,4,red
20169,10.04,5.9,4,red
20167,0.89,0.44,4,red
20165,10.23,0.51,4,red
20163,2.98,0.68,4,red
20161,4.91,3.03,4,red
20159,24.14,1.16,4,red
20157,16.94,0.65,4,red
20155,68.73,7.61,21,red
20153,17.7,0.3,4,red
20151,87.01,1.67,21,red
20149,35.69,6.22,4,red
20147,20.23,0.98,4,red
20145,64.31,0.94,21,red
20143,4.55,0.53,4,red
20141,3.17,0.45,4,red
20139,2.33,1.52,4,red
20137,13.36,0.75,4,red
20135,4.13,0.32,4,red
20133,2.05,1.08,4,red
20131,3.79,1.33,4,red
20129,43.18,0.62,4,red
20127,2.97,1.62,4,red
20125,12.86,5.17,4,red
20123,13.97,1.22,4,red
20121,6.46,5.67,4,red
20119,130.77,0.65,21,red
20117,2.58,1.11,4,red
20115,4.07,0.99,4,red
20113,32.45,4.33,4,red
20111,5.12,4.03,4,red
20109,7.96,0.58,4,red
20107,611.48,1.09,6,red
20105,1.4,0.15,4,red
20103,29.39,28.76,39,red
20101,12.93,0.27,4,red
20099,4.03,2.62,4,red
20097,59.48,0.33,21,red
20095,17.35,0.85,4,red
20093,151.62,0.55,21,red
20091,13.58,11.53,33,red
20089,31.43,0.59,4,red
20087,2.61,1.2,4,red
20085,2.07,1.06,4,red
20083,19.18,0.15,4,red
20081,142.08,0.54,21,red
20079,34.14,9.14,31,red
20077,3.27,0.86,4,red
20075,40.58,0.7,4,red
20073,1.96,0.63,4,red
20071,15.66,0.25,4,red
20069,133.07,0.67,21,red
20209,212.7,62.15,17,red
20001,2.39,1.78,4,red
20003,1.85,0.6,4,red
20005,4.94,4.23,4,red
20007,5.13,0.63,4,red
20009,36.46,2.42,4,red
20011,2.96,2.08,4,red
20013,3.67,0.94,4,red
20015,14.78,9.84,31,red
20017,1.17,0.17,4,red
20019,0.9,0.42,4,red
20021,3.35,1.83,4,red
20023,50.58,0.47,4,red
20025,3.53,0.3,4,red
20027,11.96,0.88,4,red
20029,10.69,0.89,4,red
20031,20.11,0.52,4,red
20033,6.84,0.36,4,red
20035,7.83,5.4,4,red
20037,6.55,4.9,4,red
20039,10.42,0.37,4,red
20041,5.88,1.93,4,red
20043,0.82,0.21,4,red
20045,18.96,12.67,31,red
20047,100.75,0.25,21,red
20049,0.74,0.09,4,red
20051,4.62,2.53,4,red
20053,2.73,1.4,4,red
20055,231.18,7.62,42,red
20057,85.21,6.79,21,red
20059,3.45,1.93,4,red
20061,10.62,4.49,4,red
20063,18.56,0.3,4,red
20065,14.91,0.54,4,red
38105,36.5,9.17,31,red
38001,0.34,0.0,4,red
38003,1.85,1.15,4,red
38005,1.13,0.07,4,red
38007,2.37,0.0,4,red
38009,3.27,0.48,4,red
38011,7.87,0.22,4,red
38013,0.84,0.26,4,red
38015,19.09,11.9,31,red
38017,19.13,14.11,0,red
38019,0.64,0.5,4,red
38021,11.04,0.83,4,red
38101,9.77,6.87,31,red
38103,1.02,0.36,4,red
38059,59.65,2.8,21,red
31007,24.79,0.02,4,red
31009,15.28,0.02,4,red
31011,93.7,0.63,21,red
31013,93.18,1.58,21,red
31015,14.06,0.15,4,red
31017,70.1,0.49,21,red
31019,217.11,6.45,42,red
31021,28.72,0.85,4,red
31023,33.38,0.68,4,red
31025,16.94,13.53,31,red
31027,69.37,0.65,21,red
31029,176.4,0.91,42,red
31033,35.01,2.16,4,red
31035,125.45,1.25,21,red
31037,30.25,1.11,4,red
31039,32.52,1.61,4,red
31041,197.11,1.18,42,red
31043,19.27,2.02,4,red
31045,19.11,1.18,4,red
31047,211.23,5.97,42,red
31109,10.32,1.52,0,red
31111,760.81,5.63,6,purple
31113,27.68,0.05,4,red
31115,12.18,0.0,4,red
31117,11.59,0.0,4,red
31119,18.25,4.94,4,red
31121,164.33,0.8,42,red
31123,111.34,0.43,21,red
31125,46.62,0.37,4,red
31127,859.88,0.89,30,purple
31129,60.26,0.55,21,red
31131,501.53,2.54,6,red
31133,3.97,0.37,4,red
31135,111.12,0.68,21,red
31137,197.42,1.62,42,red
31139,79.47,0.69,21,red
31141,140.65,4.96,21,red
31143,50.67,0.39,4,red
31145,41.4,2.34,4,red
31147,8.78,0.74,4,red
31149,55.88,0.16,21,red
31151,72.99,1.36,21,red
31153,35.31,30.65,39,red
31155,70.09,49.56,17,red
31157,163.56,5.66,42,red
31159,62.01,1.39,21,red
31161,43.68,0.59,4,red
31163,69.78,0.23,21,red
31185,141.2,1.87,21,red
31169,103.16,0.81,21,red
31171,2.42,0.11,4,red
31173,9.77,0.6,4,red
31175,79.26,1.25,21,red
31177,492.15,12.18,6,red
31179,32.6,0.87,4,red
31181,41.51,0.39,4,red
31183,56.8,0.04,21,red
31001,167.33,6.5,42,red
31167,19.6,0.36,4,red
31005,12.16,0.0,4,red
31003,149.96,0.67,21,red
46123,4.63,0.49,4,red
46121,13.96,0.42,4,red
46119,11.99,0.0,4,red
46115,19.41,0.52,4,red
46102,1.48,1.1,4,red
46111,0.72,0.13,4,red
46109,4.18,0.58,4,red
46107,2.61,0.2,4,red
46105,1.5,0.16,4,red
46101,1.61,0.49,4,red
46099,23.68,19.65,39,red
46097,0.77,0.11,4,red
46091,1.83,0.22,4,red
46089,3.22,0.13,4,red
46087,1.5,0.71,4,red
46085,2.95,0.22,4,red
46083,5.85,1.02,4,red
46079,2.11,0.81,4,red
46077,3.32,0.22,4,red
46073,2.83,0.54,4,red
46071,1.14,0.13,4,red
46129,1.57,0.42,4,red
46135,11.28,1.11,4,red
46137,0.67,0.04,4,red
22111,4.8,4.4,4,red
22107,26.55,1.16,4,red
22097,106.52,10.31,21,red
22093,184.09,4.0,42,red
22085,3.58,2.34,4,red
22083,29.38,3.64,4,red
22081,4.68,1.0,4,red
22079,770.52,18.91,12,purple
22073,68.59,24.18,39,red
22069,39.15,7.72,31,red
22067,86.98,3.47,21,red
22061,8.87,7.18,31,red
22059,1.95,1.72,4,red
22055,42.1,25.42,39,red
22049,3.42,1.73,4,red
22043,6.49,4.54,4,red
22041,29.69,1.95,4,red
22039,305.45,6.5,13,red
22035,24.11,0.91,4,red
22031,28.11,3.08,4,red
22029,31.77,2.63,4,red
22027,3.33,3.01,4,red
22025,18.36,1.17,4,red
22021,4.01,1.03,4,red
22017,81.8,43.28,11,red
22015,15.09,12.88,31,red
22013,9.59,2.72,4,red
22011,44.13,4.42,31,red
22005,188.59,2.65,42,red
22003,44.74,4.24,4,red
22001,282.41,5.62,13,red
22065,35.02,1.65,4,red
22095,79.77,7.45,31,red
22119,6.24,5.36,31,red
22121,12.42,7.21,31,red
22123,13.33,1.39,4,red
22127,2.65,2.01,4,red
22115,5.72,4.35,31,red
22089,2398.14,9.09,22,purple
22091,1.61,0.9,4,red
22077,331.88,3.54,13,red
22037,2.84,2.21,4,red
22033,177.77,72.12,5,red
22009,65.9,4.05,21,red
22063,13.92,11.54,31,red
22125,65.05,1.67,21,red
12019,22.16,13.51,31,red
12013,4.73,0.58,4,red
12007,4.73,0.95,4,red
12003,3.62,0.9,4,red
12001,45.65,23.37,39,red
12107,70.53,2.1,21,red
12023,9.46,3.27,4,red
12109,64.45,16.83,39,red
12041,15.93,0.23,4,red
12047,41.75,0.88,4,red
12067,10.56,0.17,4,red
12073,36.37,28.51,39,red
12121,170.96,1.19,42,red
12125,2.68,0.22,4,red
12079,17.19,1.23,4,red
22019,243.09,27.51,36,red
12083,57.12,27.71,39,red
22053,285.55,3.82,13,red
38053,90.45,0.79,21,red
38025,4.93,0.0,4,red
38085,0.76,0.02,4,red
46117,0.99,0.32,4,red
22047,541.51,1.98,6,red
12063,73.98,2.46,21,red
12063,73.98,2.46,21,red
12035,25.11,9.17,31,red
12045,2.74,1.88,4,red
22113,152.49,7.07,42,red
22045,33.36,8.65,31,red
22103,29.3,23.64,39,red
22071,414.13,140.9,44,orange
38077,5.82,2.08,4,red
12059,3.39,1.01,4,red
38099,2.26,1.14,4,red
31165,29.32,0.08,4,red
31031,69.06,0.61,21,red
46093,6.72,1.42,4,red
46103,20.07,10.62,31,red
46081,15.31,2.35,4,red
46033,9.91,0.28,4,red
46047,3.15,0.66,4,red
22057,47.46,25.66,39,red
22051,813.11,61.79,18,purple
22075,60.9,7.14,31,red
22007,21.48,4.19,4,red
22099,49.51,4.67,31,red
22109,3.75,1.88,4,red
12091,25.4,21.81,39,red
12113,19.86,14.96,39,red
12033,261.64,37.52,36,red
12039,12.36,4.07,4,red
22023,34.18,1.5,4,red
12045,2.74,1.88,4,red
12037,2.25,1.97,4,red
22117,27.75,4.63,4,red
22087,214.05,7.16,42,red
22105,19.38,15.06,39,red
12031,799.86,109.03,18,purple
12089,49.22,7.0,31,red
12131,16.48,11.17,31,red
12117,64.35,57.59,11,red
12095,246.02,221.92,16,orange
12119,35.99,24.13,39,red
12069,106.32,49.28,11,red
12009,598.25,31.45,25,purple
12127,100.22,55.45,11,red
12071,743.69,64.55,25,purple
12071,743.69,64.55,25,purple
12015,22.59,7.51,0,red
12015,22.59,7.51,0,red
12087,1.07,0.0,0,red
12087,1.07,0.0,0,red
12087,1.07,0.0,0,red
12133,3.72,0.95,4,red
12005,224.29,47.62,17,red
12131,16.48,11.17,31,red
48127,17.29,1.69,4,red
48131,8.39,1.21,4,red
48215,292.62,64.64,5,red
48247,1.3,0.67,4,red
48249,6.91,3.95,4,red
48283,17.78,1.36,4,red
48311,8.3,0.1,4,red
48427,14.09,7.81,31,red
48479,43.6,36.08,39,red
48505,4.06,2.2,4,red
48047,2.12,1.1,4,red
48025,4.96,1.07,4,red
48061,193.05,24.18,11,red
48273,5.07,3.31,4,red
48355,230.45,72.38,45,red
30043,85.95,1.28,21,red
30045,134.3,0.09,21,red
30051,39.24,0.22,4,red
30055,32.24,0.08,4,red
30057,723.94,1.1,6,purple
30059,210.55,0.24,42,red
30061,1.95,0.33,4,red
30065,74.68,0.25,21,red
30069,54.64,0.01,21,red
30075,81.73,0.08,21,red
30079,72.11,0.01,21,red
30083,355.93,1.18,13,red
30091,20.25,0.04,4,red
30093,28.63,7.73,31,red
30101,20.8,1.21,4,red
30103,108.11,0.07,21,red
30109,3.23,0.07,4,red
30111,469.61,25.09,36,red
35028,3.06,3.06,4,red
40011,13.01,1.07,4,red
40013,17.63,5.53,4,red
40015,74.17,7.15,21,red
40017,13.42,4.24,4,red
40019,48.7,5.08,31,red
40021,12.4,7.4,31,red
40023,9.52,2.69,4,red
40025,138.85,0.34,21,red
40027,25.27,23.37,39,red
40029,1.41,0.46,4,red
40031,31.85,20.98,39,red
40033,1.93,0.51,4,red
40035,1.64,0.1,4,red
40037,20.46,5.89,31,red
40039,18.58,3.65,4,red
40041,38.38,35.69,17,red
40043,7.63,0.11,4,red
40045,14.04,0.65,4,red
40047,7.27,2.87,4,red
40049,9.9,1.99,4,red
40051,38.97,2.4,4,red
40053,4.76,1.26,4,red
40055,8.47,1.46,4,red
40057,29.29,0.73,4,red
40059,19.6,0.6,4,red
40061,2.87,1.17,4,red
40063,9.73,2.57,4,red
40065,69.75,0.21,21,red
40067,15.6,13.79,31,red
40069,10.24,1.98,4,red
40071,29.68,18.13,31,red
40073,20.59,1.66,4,red
40075,9.73,6.38,4,red
40153,16.03,6.3,4,red
40079,16.86,7.1,31,red
40081,4.63,1.03,4,red
40083,7.66,2.61,4,red
40085,4.82,0.83,4,red
40087,4.94,1.38,4,red
40089,43.59,5.6,4,red
40091,5.21,4.59,4,red
40093,26.7,5.52,4,red
40095,5.26,2.29,4,red
40097,58.46,47.12,17,red
40099,11.78,7.77,4,red
40101,33.73,1.15,4,red
40103,22.44,0.28,4,red
40105,5.52,1.16,4,red
40107,2.14,0.99,4,red
40109,124.31,104.31,44,red
40111,6.9,5.82,4,red
40113,21.05,16.58,31,red
40115,4.62,2.7,4,red
40117,3.11,1.02,4,red
40119,6.06,2.64,4,red
40121,9.68,5.9,4,red
40123,27.3,4.35,4,red
40125,13.05,7.51,31,red
40127,1.73,0.53,4,red
40129,4.99,0.56,4,red
40131,85.57,72.73,17,red
40133,9.71,3.2,4,red
40135,6.54,4.46,4,red
40137,21.84,1.08,4,red
40139,344.16,4.75,13,red
40141,18.58,1.11,4,red
40143,9.62,0.0,33,red
40145,34.79,31.31,39,red
40147,3.96,1.85,4,red
40149,17.11,7.1,4,red
40151,8.61,0.74,4,red
40077,1.92,1.4,4,red
40001,8.48,6.91,4,red
40003,5.89,0.7,4,red
40005,42.15,40.42,17,red
40007,59.45,0.48,21,red
40009,16.12,3.25,4,red
48105,12.67,0.96,4,red
48107,41.84,1.51,4,red
48111,268.44,2.05,42,red
48113,419.61,334.54,1,orange
48115,55.91,0.51,21,red
48117,111.97,4.25,21,red
48119,10.25,5.37,4,red
48121,37.82,31.52,33,red
48123,12.03,2.81,4,red
48125,8.04,0.1,4,red
48129,24.12,0.38,4,red
48133,5.47,0.68,4,red
48135,71.53,0.64,0,red
48137,0.66,0.2,4,red
48139,19.25,15.24,39,red
48143,13.62,2.21,4,red
48145,9.44,2.29,4,red
48147,14.57,2.6,4,red
48149,15.67,2.56,4,red
48151,6.64,0.02,4,red
48153,75.0,0.41,21,red
48155,2.37,0.01,4,red
48157,890.26,55.86,18,purple
48159,9.02,2.77,4,red
48161,703.6,2.1,6,purple
48165,339.48,8.21,13,red
48169,19.91,4.7,4,red
48171,6.23,2.13,4,red
48173,42.99,0.0,4,red
48177,46.57,29.05,39,red
48179,29.99,1.24,4,red
48181,28.23,21.61,39,red
48183,41.4,7.13,31,red
48185,203.32,2.22,42,red
48187,48.67,6.85,31,red
48189,191.46,1.44,42,red
48191,24.85,0.04,4,red
48193,1.94,0.16,4,red
48195,136.41,0.96,21,red
48197,11.97,0.07,4,red
48199,7.34,4.03,4,red
48203,26.74,8.53,31,red
48205,304.18,1.02,13,red
48207,36.77,0.14,4,red
48209,13.38,8.21,0,red
48211,7.57,0.5,4,red
48213,11.57,4.55,31,red
48217,5.85,2.97,4,red
48219,134.9,0.5,21,red
48221,16.26,4.85,31,red
48223,19.08,11.05,31,red
48225,8.71,2.34,4,red
48227,33.65,0.03,4,red
48231,9.2,4.87,31,red
48233,57.23,5.3,21,red
48235,5.31,0.08,4,red
48237,4.53,0.55,4,red
48251,19.35,10.33,0,red
48253,12.61,8.07,4,red
48257,3.15,0.85,31,red
48259,4.06,1.66,4,red
48263,17.67,0.08,4,red
48265,8.28,5.58,4,red
48267,3.48,0.45,4,red
48269,2.73,0.19,4,red
48271,3.87,0.82,4,red
48275,26.99,0.14,4,red
48277,22.93,14.84,31,red
48279,169.4,1.35,42,red
48281,3.56,2.71,4,red
48285,10.79,1.44,4,red
48287,12.15,3.97,4,red
48289,11.07,1.9,4,red
48291,23.94,6.42,31,red
48293,19.7,1.95,4,red
48295,33.47,0.81,4,red
48299,102.9,2.87,21,red
48301,14.34,0.01,4,red
48303,159.6,1.32,0,red
48305,59.82,0.15,21,red
48307,9.11,2.69,4,red
48309,48.72,41.41,11,red
48313,6.4,2.37,4,red
48315,72.71,0.35,21,red
48317,51.01,1.48,21,red
48319,5.72,0.44,4,red
48325,41.79,6.65,31,red
48327,4.46,0.37,4,red
48329,21.86,1.04,0,red
48331,273.29,10.89,42,red
48333,6.47,0.28,4,red
48335,20.3,1.28,4,red
48337,9.17,1.07,4,red
48339,79.17,57.29,45,red
48341,147.5,5.07,42,red
48343,19.73,0.23,4,red
48345,8.48,0.15,4,red
48347,21.29,11.2,31,red
48349,5.75,2.33,4,red
48351,7.58,0.97,4,red
48353,14.44,2.28,4,red
48357,73.36,1.76,21,red
48359,5.0,0.56,4,red
48363,60.55,1.98,21,red
48365,15.53,1.15,4,red
48103,24.27,1.41,4,red
48369,141.19,0.86,21,red
48371,167.94,4.33,42,red
48373,564.7,561.79,28,orange
48375,7.84,5.46,0,red
48379,1.77,1.25,4,red
48381,12.27,2.23,31,red
48383,38.28,0.0,4,red
48385,0.74,0.35,4,red
48387,6.06,0.92,4,red
48393,7.4,0.13,4,red
48395,1098.71,2.25,46,purple
48397,0.38,0.0,0,red
48399,9.41,3.82,4,red
48401,1001.33,5.77,30,purple
48403,1.37,0.76,4,red
48405,3.69,0.81,4,red
48407,3.43,2.13,4,red
48411,8.43,1.43,4,red
48413,2.64,0.38,4,red
48415,46.46,0.13,4,red
48417,1.75,0.0,4,red
48419,19.87,4.78,4,red
48421,225.9,0.44,42,red
48423,49.83,42.89,11,red
48425,2107.36,1.18,47,purple
48429,41.83,9.32,31,red
48431,2.5,0.19,4,red
48433,4.83,0.0,4,red
48435,2.42,0.81,4,red
48437,67.78,0.59,21,red
48439,87.38,26.52,20,orange
48441,2.65,0.46,0,red
48443,1.02,0.13,4,red
48445,89.99,0.17,21,red
48447,1.84,0.05,4,red
48449,1121.35,5.35,46,purple
48451,50.25,1.16,31,red
48453,134.25,122.1,40,orange
48455,1.88,0.96,4,red
48457,4.85,2.84,4,red
48459,22.39,4.29,4,red
48461,29.55,0.0,4,red
48463,38.41,3.63,4,red
48465,11.35,7.18,31,red
48467,8.84,3.38,4,red
48471,5.21,2.67,4,red
48473,16.65,4.82,4,red
48475,26.5,5.2,4,red
48477,3.25,0.89,4,red
48481,139.65,3.69,21,red
48483,19.4,1.14,4,red
48485,22.04,0.81,0,red
48487,21.86,1.85,4,red
48491,38.66,35.49,33,red
48493,16.92,5.69,31,red
48495,15.64,1.45,4,red
48497,15.03,2.23,4,red
48499,15.0,4.21,4,red
48501,121.51,0.97,21,red
48503,26.09,2.76,4,red
48087,34.63,0.52,4,red
48085,169.58,3.04,26,red
48083,2.74,1.31,4,red
48081,6.08,0.37,4,red
48079,73.11,0.4,21,red
48077,9.61,6.3,4,red
48075,10.54,0.0,4,red
48073,380.84,6.31,13,red
48069,230.6,1.06,42,red
48067,3.68,1.05,4,red
48065,84.38,9.0,21,red
48063,6.36,1.1,4,red
48059,1.65,0.25,4,red
48055,29.24,3.7,4,red
48053,7.88,4.09,4,red
48051,17.78,1.76,4,red
48049,7.92,0.06,4,red
48045,15.21,0.19,4,red
48041,67.23,31.46,39,red
48037,55.73,16.94,31,red
48035,8.01,2.33,4,red
48033,6.74,0.06,4,red
48031,2.81,0.78,4,red
48029,1007.94,212.33,10,orange
48027,18.8,16.31,0,red
48023,5.94,2.47,4,red
48021,305.31,10.6,13,red
48019,2.52,0.63,4,red
48017,58.46,6.18,21,red
48015,9.57,2.03,4,red
48011,4.54,0.23,4,red
48009,8.42,4.59,4,red
48005,14.87,11.3,31,red
48003,71.51,2.36,21,red
48001,14.64,9.06,31,red
48089,71.04,2.94,21,red
48245,89.36,23.95,39,red
48091,23.37,16.7,39,red
48093,22.01,0.04,4,red
48095,5.05,0.33,4,red
48097,11.02,4.19,4,red
48099,1.63,0.21,4,red
48101,4.02,0.21,4,red
48367,15.77,7.51,31,red
56015,670.58,1.85,6,purple
56027,44.49,1.0,4,red
56041,387.9,3.9,13,red
48361,390.82,8.4,13,red
30053,16.85,2.28,4,red
48039,770.83,21.13,12,purple
48071,380.25,1.59,13,red
48167,6.61,0.23,0,red
8085,693.63,9.13,6,purple
8113,48.34,0.68,4,red
8051,532.05,1.88,6,red
8005,147.01,141.39,49,orange
8123,416.52,28.3,36,red
8039,18.55,0.85,4,red
8093,39.47,0.4,4,red
8019,1.62,1.17,4,red
8001,170.32,78.89,45,red
8073,6.07,0.78,4,red
8049,224.82,2.31,42,red
8059,89.85,22.99,33,red
8053,29.34,0.24,4,red
8091,96.91,1.8,21,red
8007,44.79,1.51,4,red
8029,360.3,5.0,13,red
8077,850.62,17.51,12,purple
8037,144.63,10.31,42,red
8033,4.61,0.25,4,red
8083,191.99,4.37,42,red
8107,183.01,2.88,42,red
8117,57.54,6.63,31,red
8081,138.54,1.74,21,red
8069,162.23,30.58,11,red
8057,343.21,0.32,13,red
8035,52.13,38.48,11,red
8067,332.17,5.74,13,red
8013,165.6,48.3,11,red
8119,9.5,6.17,4,red
8027,35.55,0.38,4,red
8101,343.79,41.29,36,red
8055,41.63,2.97,4,red
8079,7.29,0.22,4,red
8021,310.95,3.38,13,red
8065,22.72,4.47,4,red
8109,367.63,0.69,13,red
8043,103.9,6.42,21,red
8003,140.74,2.09,21,red
8015,140.41,3.96,21,red
8105,561.18,1.2,6,red
8041,104.15,88.35,5,red
8023,93.65,0.45,21,red
8061,2.21,0.23,4,red
8014,7.05,5.67,31,red
8071,33.88,3.46,4,red
8045,266.98,11.64,42,red
8047,0.9,0.68,4,red
8103,149.15,1.89,21,red
8097,126.33,8.13,21,red
16043,368.88,1.34,13,red
30097,258.57,0.51,42,red
30095,134.25,0.38,21,red
30077,169.33,1.37,42,red
30099,395.11,1.13,13,red
30067,284.48,2.42,13,red
30031,483.92,11.93,6,red
30063,174.0,30.41,39,red
30039,123.13,0.05,21,red
30037,29.71,0.04,4,red
30107,170.44,0.32,42,red
30009,509.78,1.76,6,red
30047,221.26,2.39,42,red
30089,66.78,0.71,21,red
30029,87.78,11.43,31,red
30035,72.69,1.76,21,red
30073,136.12,0.84,21,red
30049,176.09,7.93,42,red
30081,389.08,3.25,13,red
30071,317.32,0.47,13,red
30003,330.54,1.21,13,red
30087,185.92,1.52,42,red
30085,119.99,1.72,21,red
30105,246.93,1.61,42,red
35043,63.85,11.24,31,red
35049,34.82,10.57,31,red
35039,105.37,1.83,21,red
35053,124.25,1.99,21,red
35057,43.73,1.76,4,red
35061,139.87,4.94,21,red
35001,138.61,95.29,45,red
35006,9.68,2.38,4,red
35059,37.16,0.52,4,red
35045,253.12,18.83,42,red
35027,23.76,4.39,4,red
35003,21.81,0.15,4,red
35051,36.29,1.53,4,red
48389,74.09,3.65,21,red
48109,45.48,0.81,4,red
48043,3.28,1.02,4,red
48243,2.18,1.12,4,red
48377,5.46,2.54,4,red
49047,239.64,8.83,42,red
56013,984.9,4.31,30,purple
56037,151.96,11.37,42,red
56025,157.83,12.26,42,red
56023,494.44,4.05,6,red
56039,111.52,7.78,21,red
56035,658.9,2.21,6,purple
56029,657.35,3.17,6,purple
56017,70.96,0.67,21,red
56043,268.65,0.09,42,red
56019,229.34,1.61,42,red
56003,597.64,2.2,6,red
56045,25.36,1.02,4,red
56011,38.76,6.44,4,red
56007,903.64,2.85,30,purple
56001,541.59,6.45,6,red
56009,190.43,2.04,42,red
56005,77.71,5.97,31,red
56021,190.24,14.0,42,red
56033,296.6,4.55,13,red
35031,11.79,3.4,4,red
35055,95.28,2.41,21,red
56031,393.46,1.56,13,red
48163,58.4,2.72,21,red
48175,285.43,0.34,13,red
48255,16.98,2.75,4,red
48297,7.06,2.76,4,red
48323,38.4,6.95,31,red
48507,34.31,2.27,4,red
48013,36.19,5.34,31,red
48469,68.63,12.06,31,red
48007,0.41,0.21,4,red
48409,9.64,1.25,4,red
48391,12.65,0.65,4,red
48201,338.26,287.29,23,orange
48201,338.26,287.29,23,orange
48141,249.27,114.33,40,orange
48229,82.33,0.24,21,red
6031,685.32,29.07,12,purple
6099,1152.2,80.48,48,purple
6113,602.43,26.91,6,red
16001,317.51,72.71,5,red
16007,253.98,0.37,42,red
16017,18.01,1.71,4,red
